DATE,HOUR,DAY_NAME,TIME_OF_DAY,CASUAL_USERS,REGISTERED_USERS,TOTAL_RENTALS,CASUAL_PERCENTAGE
2011-10-30,22,Sunday,Night,13,58,71,18.31
2011-10-30,23,Sunday,Night,7,30,37,18.92
2011-10-31,0,Monday,Early Morning,3,20,23,13.04
2011-10-31,1,Monday,Early Morning,5,8,13,38.46
2011-10-31,2,Monday,Early Morning,0,3,3,0.0
2011-10-31,3,Monday,Early Morning,0,3,3,0.0
2011-10-31,4,Monday,Early Morning,1,5,6,16.67
2011-10-31,5,Monday,Early Morning,0,18,18,0.0
2011-10-31,6,Monday,Morning Rush,4,82,86,4.65
2011-10-31,7,Monday,Morning Rush,11,216,227,4.85
2011-10-31,8,Monday,Morning Rush,17,355,372,4.57
2011-10-31,9,Monday,Morning Rush,14,197,211,6.64
2011-10-31,10,Monday,Mid-Day,18,87,105,17.14
2011-10-31,11,Monday,Mid-Day,31,97,128,24.22
2011-10-31,12,Monday,Mid-Day,30,140,170,17.65
2011-10-31,13,Monday,Mid-Day,24,128,152,15.79
2011-10-31,14,Monday,Mid-Day,22,119,141,15.6
2011-10-31,15,Monday,Mid-Day,27,141,168,16.07
2011-10-31,16,Monday,Evening Rush,30,242,272,11.03
2011-10-31,17,Monday,Evening Rush,44,442,486,9.05
2011-10-31,18,Monday,Evening Rush,30,392,422,7.11
2011-10-31,19,Monday,Evening Rush,12,226,238,5.04
2011-10-31,20,Monday,Night,18,154,172,10.47
2011-10-31,21,Monday,Night,7,109,116,6.03
2011-10-31,22,Monday,Night,8,77,85,9.41
2011-10-31,23,Monday,Night,6,46,52,11.54
2011-11-01,0,Tuesday,Early Morning,3,18,21,14.29
2011-11-01,1,Tuesday,Early Morning,3,8,11,27.27
2011-11-01,2,Tuesday,Early Morning,1,3,4,25.0
2011-11-01,3,Tuesday,Early Morning,1,5,6,16.67
2011-11-01,4,Tuesday,Early Morning,1,7,8,12.5
2011-11-01,5,Tuesday,Early Morning,0,18,18,0.0
2011-11-01,6,Tuesday,Morning Rush,3,90,93,3.23
2011-11-01,7,Tuesday,Morning Rush,8,246,254,3.15
2011-11-01,8,Tuesday,Morning Rush,17,402,419,4.06
2011-11-01,9,Tuesday,Morning Rush,16,206,222,7.21
2011-11-01,10,Tuesday,Mid-Day,21,114,135,15.56
2011-11-01,11,Tuesday,Mid-Day,16,101,117,13.68
2011-11-01,12,Tuesday,Mid-Day,23,153,176,13.07
2011-11-01,13,Tuesday,Mid-Day,20,147,167,11.98
2011-11-01,14,Tuesday,Mid-Day,32,118,150,21.33
2011-11-01,15,Tuesday,Mid-Day,38,148,186,20.43
2011-11-01,16,Tuesday,Evening Rush,46,252,298,15.44
2011-11-01,17,Tuesday,Evening Rush,36,470,506,7.11
2011-11-01,18,Tuesday,Evening Rush,39,421,460,8.48
2011-11-01,19,Tuesday,Evening Rush,39,274,313,12.46
2011-11-01,20,Tuesday,Night,18,191,209,8.61
2011-11-01,21,Tuesday,Night,13,114,127,10.24
2011-11-01,22,Tuesday,Night,5,91,96,5.21
2011-11-01,23,Tuesday,Night,11,61,72,15.28
2011-11-02,0,Wednesday,Early Morning,0,19,19,0.0
2011-11-02,1,Wednesday,Early Morning,2,8,10,20.0
2011-11-02,2,Wednesday,Early Morning,0,2,2,0.0
2011-11-02,3,Wednesday,Early Morning,0,2,2,0.0
2011-11-02,4,Wednesday,Early Morning,0,4,4,0.0
2011-11-02,5,Wednesday,Early Morning,0,27,27,0.0
2011-11-02,6,Wednesday,Morning Rush,1,91,92,1.09
2011-11-02,7,Wednesday,Morning Rush,11,240,251,4.38
2011-11-02,8,Wednesday,Morning Rush,20,452,472,4.24
2011-11-02,9,Wednesday,Morning Rush,15,213,228,6.58
2011-11-02,10,Wednesday,Mid-Day,25,108,133,18.8
2011-11-02,11,Wednesday,Mid-Day,27,117,144,18.75
2011-11-02,12,Wednesday,Mid-Day,32,157,189,16.93
2011-11-02,13,Wednesday,Mid-Day,22,139,161,13.66
2011-11-02,14,Wednesday,Mid-Day,40,132,172,23.26
2011-11-02,15,Wednesday,Mid-Day,26,161,187,13.9
2011-11-02,16,Wednesday,Evening Rush,35,231,266,13.16
2011-11-02,17,Wednesday,Evening Rush,30,523,553,5.42
2011-11-02,18,Wednesday,Evening Rush,31,448,479,6.47
2011-11-02,19,Wednesday,Evening Rush,25,257,282,8.87
2011-11-02,20,Wednesday,Night,5,177,182,2.75
2011-11-02,21,Wednesday,Night,13,155,168,7.74
2011-11-02,22,Wednesday,Night,7,99,106,6.6
2011-11-02,23,Wednesday,Night,3,54,57,5.26
2011-11-03,0,Thursday,Early Morning,3,28,31,9.68
2011-11-03,1,Thursday,Early Morning,3,12,15,20.0
2011-11-03,2,Thursday,Early Morning,2,5,7,28.57
2011-11-03,3,Thursday,Early Morning,1,4,5,20.0
2011-11-03,4,Thursday,Early Morning,1,3,4,25.0
2011-11-03,5,Thursday,Early Morning,1,27,28,3.57
2011-11-03,6,Thursday,Morning Rush,3,96,99,3.03
2011-11-03,7,Thursday,Morning Rush,12,280,292,4.11
2011-11-03,8,Thursday,Morning Rush,8,394,402,1.99
2011-11-03,9,Thursday,Morning Rush,9,155,164,5.49
2011-11-03,10,Thursday,Mid-Day,12,98,110,10.91
2011-11-03,11,Thursday,Mid-Day,12,108,120,10.0
2011-11-03,12,Thursday,Mid-Day,17,162,179,9.5
2011-11-03,13,Thursday,Mid-Day,19,150,169,11.24
2011-11-03,14,Thursday,Mid-Day,32,120,152,21.05
2011-11-03,15,Thursday,Mid-Day,24,138,162,14.81
2011-11-03,16,Thursday,Evening Rush,33,234,267,12.36
2011-11-03,17,Thursday,Evening Rush,33,465,498,6.63
2011-11-03,18,Thursday,Evening Rush,24,409,433,5.54
2011-11-03,19,Thursday,Evening Rush,18,234,252,7.14
2011-11-03,20,Thursday,Night,11,198,209,5.26
2011-11-03,21,Thursday,Night,4,140,144,2.78
2011-11-03,22,Thursday,Night,21,116,137,15.33
2011-11-03,23,Thursday,Night,15,80,95,15.79
2011-11-04,0,Friday,Early Morning,11,32,43,25.58
2011-11-04,1,Friday,Early Morning,1,16,17,5.88
2011-11-04,2,Friday,Early Morning,2,8,10,20.0
2011-11-04,3,Friday,Early Morning,1,7,8,12.5
2011-11-04,4,Friday,Early Morning,1,6,7,14.29
2011-11-04,5,Friday,Early Morning,0,23,23,0.0
2011-11-04,6,Friday,Morning Rush,2,64,66,3.03
2011-11-04,7,Friday,Morning Rush,10,235,245,4.08
2011-11-04,8,Friday,Morning Rush,8,387,395,2.03
2011-11-04,9,Friday,Morning Rush,15,239,254,5.91
2011-11-04,10,Friday,Mid-Day,19,115,134,14.18
2011-11-04,11,Friday,Mid-Day,34,128,162,20.99
2011-11-04,12,Friday,Mid-Day,44,153,197,22.34
2011-11-04,13,Friday,Mid-Day,33,161,194,17.01
2011-11-04,14,Friday,Mid-Day,54,147,201,26.87
2011-11-04,15,Friday,Mid-Day,45,192,237,18.99
2011-11-04,16,Friday,Evening Rush,53,237,290,18.28
2011-11-04,17,Friday,Evening Rush,42,438,480,8.75
2011-11-04,18,Friday,Evening Rush,35,339,374,9.36
2011-11-04,19,Friday,Evening Rush,14,182,196,7.14
2011-11-04,20,Friday,Night,15,171,186,8.06
2011-11-04,21,Friday,Night,8,115,123,6.5
2011-11-04,22,Friday,Night,6,109,115,5.22
2011-11-04,23,Friday,Night,17,72,89,19.1
2011-11-05,0,Saturday,Early Morning,4,48,52,7.69
2011-11-05,1,Saturday,Early Morning,5,57,62,8.06
2011-11-05,2,Saturday,Early Morning,7,24,31,22.58
2011-11-05,3,Saturday,Early Morning,0,8,8,0.0
2011-11-05,4,Saturday,Early Morning,3,5,8,37.5
2011-11-05,5,Saturday,Early Morning,0,2,2,0.0
2011-11-05,6,Saturday,Morning Rush,3,20,23,13.04
2011-11-05,7,Saturday,Morning Rush,3,31,34,8.82
2011-11-05,8,Saturday,Morning Rush,4,80,84,4.76
2011-11-05,9,Saturday,Morning Rush,30,111,141,21.28
2011-11-05,10,Saturday,Mid-Day,56,171,227,24.67
2011-11-05,11,Saturday,Mid-Day,69,169,238,28.99
2011-11-05,12,Saturday,Mid-Day,137,235,372,36.83
2011-11-05,13,Saturday,Mid-Day,148,207,355,41.69
2011-11-05,14,Saturday,Mid-Day,159,227,386,41.19
2011-11-05,15,Saturday,Mid-Day,141,202,343,41.11
2011-11-05,16,Saturday,Evening Rush,128,207,335,38.21
2011-11-05,17,Saturday,Evening Rush,100,234,334,29.94
2011-11-05,18,Saturday,Evening Rush,52,185,237,21.94
2011-11-05,19,Saturday,Evening Rush,45,159,204,22.06
2011-11-05,20,Saturday,Night,29,136,165,17.58
2011-11-05,21,Saturday,Night,19,99,118,16.1
2011-11-05,22,Saturday,Night,10,72,82,12.2
2011-11-05,23,Saturday,Night,4,81,85,4.71
2011-11-06,0,Sunday,Early Morning,10,65,75,13.33
2011-11-06,1,Sunday,Early Morning,11,104,115,9.57
2011-11-06,2,Sunday,Early Morning,6,23,29,20.69
2011-11-06,3,Sunday,Early Morning,5,4,9,55.56
2011-11-06,4,Sunday,Early Morning,0,6,6,0.0
2011-11-06,5,Sunday,Early Morning,0,5,5,0.0
2011-11-06,6,Sunday,Morning Rush,5,11,16,31.25
2011-11-06,7,Sunday,Morning Rush,4,24,28,14.29
2011-11-06,8,Sunday,Morning Rush,19,71,90,21.11
2011-11-06,9,Sunday,Morning Rush,36,134,170,21.18
2011-11-06,10,Sunday,Mid-Day,76,186,262,29.01
2011-11-06,11,Sunday,Mid-Day,104,216,320,32.5
2011-11-06,12,Sunday,Mid-Day,120,226,346,34.68
2011-11-06,13,Sunday,Mid-Day,105,209,314,33.44
2011-11-06,14,Sunday,Mid-Day,101,219,320,31.56
2011-11-06,15,Sunday,Mid-Day,96,210,306,31.37
2011-11-06,16,Sunday,Evening Rush,84,263,347,24.21
2011-11-06,17,Sunday,Evening Rush,71,185,256,27.73
2011-11-06,18,Sunday,Evening Rush,39,146,185,21.08
2011-11-06,19,Sunday,Evening Rush,21,130,151,13.91
2011-11-06,20,Sunday,Night,16,100,116,13.79
2011-11-06,21,Sunday,Night,11,77,88,12.5
2011-11-06,22,Sunday,Night,5,40,45,11.11
2011-11-06,23,Sunday,Night,7,43,50,14.0
2011-11-07,0,Monday,Early Morning,1,14,15,6.67
2011-11-07,1,Monday,Early Morning,2,6,8,25.0
2011-11-07,2,Monday,Early Morning,0,2,2,0.0
2011-11-07,3,Monday,Early Morning,0,3,3,0.0
2011-11-07,4,Monday,Early Morning,2,4,6,33.33
2011-11-07,5,Monday,Early Morning,1,25,26,3.85
2011-11-07,6,Monday,Morning Rush,2,97,99,2.02
2011-11-07,7,Monday,Morning Rush,6,305,311,1.93
2011-11-07,8,Monday,Morning Rush,13,397,410,3.17
2011-11-07,9,Monday,Morning Rush,18,156,174,10.34
2011-11-07,10,Monday,Mid-Day,28,95,123,22.76
2011-11-07,11,Monday,Mid-Day,28,100,128,21.88
2011-11-07,12,Monday,Mid-Day,21,158,179,11.73
2011-11-07,13,Monday,Mid-Day,32,157,189,16.93
2011-11-07,14,Monday,Mid-Day,30,115,145,20.69
2011-11-07,15,Monday,Mid-Day,38,132,170,22.35
2011-11-07,16,Monday,Evening Rush,40,255,295,13.56
2011-11-07,17,Monday,Evening Rush,39,489,528,7.39
2011-11-07,18,Monday,Evening Rush,18,407,425,4.24
2011-11-07,19,Monday,Evening Rush,20,280,300,6.67
2011-11-07,20,Monday,Night,17,187,204,8.33
2011-11-07,21,Monday,Night,10,129,139,7.19
2011-11-07,22,Monday,Night,6,102,108,5.56
2011-11-07,23,Monday,Night,1,47,48,2.08
2011-11-08,0,Tuesday,Early Morning,0,18,18,0.0
2011-11-08,1,Tuesday,Early Morning,3,8,11,27.27
2011-11-08,2,Tuesday,Early Morning,0,1,1,0.0
2011-11-08,3,Tuesday,Early Morning,0,3,3,0.0
2011-11-08,4,Tuesday,Early Morning,0,4,4,0.0
2011-11-08,5,Tuesday,Early Morning,1,17,18,5.56
2011-11-08,6,Tuesday,Morning Rush,3,96,99,3.03
2011-11-08,7,Tuesday,Morning Rush,7,316,323,2.17
2011-11-08,8,Tuesday,Morning Rush,11,455,466,2.36
2011-11-08,9,Tuesday,Morning Rush,14,177,191,7.33
2011-11-08,10,Tuesday,Mid-Day,25,104,129,19.38
2011-11-08,11,Tuesday,Mid-Day,21,126,147,14.29
2011-11-08,12,Tuesday,Mid-Day,28,175,203,13.79
2011-11-08,13,Tuesday,Mid-Day,31,165,196,15.82
2011-11-08,14,Tuesday,Mid-Day,32,129,161,19.88
2011-11-08,15,Tuesday,Mid-Day,33,155,188,17.55
2011-11-08,16,Tuesday,Evening Rush,39,250,289,13.49
2011-11-08,17,Tuesday,Evening Rush,40,459,499,8.02
2011-11-08,18,Tuesday,Evening Rush,30,432,462,6.49
2011-11-08,19,Tuesday,Evening Rush,14,264,278,5.04
2011-11-08,20,Tuesday,Night,12,169,181,6.63
2011-11-08,21,Tuesday,Night,16,166,182,8.79
2011-11-08,22,Tuesday,Night,13,95,108,12.04
2011-11-08,23,Tuesday,Night,3,45,48,6.25
2011-11-09,0,Wednesday,Early Morning,0,13,13,0.0
2011-11-09,1,Wednesday,Early Morning,0,10,10,0.0
2011-11-09,2,Wednesday,Early Morning,0,5,5,0.0
2011-11-09,3,Wednesday,Early Morning,0,4,4,0.0
2011-11-09,4,Wednesday,Early Morning,0,4,4,0.0
2011-11-09,5,Wednesday,Early Morning,0,28,28,0.0
2011-11-09,6,Wednesday,Morning Rush,0,98,98,0.0
2011-11-09,7,Wednesday,Morning Rush,0,300,300,0.0
2011-11-09,8,Wednesday,Morning Rush,19,437,456,4.17
2011-11-09,9,Wednesday,Morning Rush,22,197,219,10.05
2011-11-09,10,Wednesday,Mid-Day,16,89,105,15.24
2011-11-09,11,Wednesday,Mid-Day,21,131,152,13.82
2011-11-09,12,Wednesday,Mid-Day,24,156,180,13.33
2011-11-09,13,Wednesday,Mid-Day,31,136,167,18.56
2011-11-09,14,Wednesday,Mid-Day,26,153,179,14.53
2011-11-09,15,Wednesday,Mid-Day,21,130,151,13.91
2011-11-09,16,Wednesday,Evening Rush,24,257,281,8.54
2011-11-09,17,Wednesday,Evening Rush,27,458,485,5.57
2011-11-09,18,Wednesday,Evening Rush,21,387,408,5.15
2011-11-09,19,Wednesday,Evening Rush,12,292,304,3.95
2011-11-09,20,Wednesday,Night,18,201,219,8.22
2011-11-09,21,Wednesday,Night,9,152,161,5.59
2011-11-09,22,Wednesday,Night,9,105,114,7.89
2011-11-09,23,Wednesday,Night,5,61,66,7.58
2011-11-10,0,Thursday,Early Morning,0,24,24,0.0
2011-11-10,1,Thursday,Early Morning,1,10,11,9.09
2011-11-10,2,Thursday,Early Morning,0,5,5,0.0
2011-11-10,3,Thursday,Early Morning,0,11,11,0.0
2011-11-10,4,Thursday,Early Morning,1,2,3,33.33
2011-11-10,5,Thursday,Early Morning,1,22,23,4.35
2011-11-10,6,Thursday,Morning Rush,4,110,114,3.51
2011-11-10,7,Thursday,Morning Rush,6,266,272,2.21
2011-11-10,8,Thursday,Morning Rush,18,418,436,4.13
2011-11-10,9,Thursday,Morning Rush,23,188,211,10.9
2011-11-10,10,Thursday,Mid-Day,17,100,117,14.53
2011-11-10,11,Thursday,Mid-Day,9,99,108,8.33
2011-11-10,12,Thursday,Mid-Day,18,149,167,10.78
2011-11-10,13,Thursday,Mid-Day,9,87,96,9.38
2011-11-10,14,Thursday,Mid-Day,6,58,64,9.38
2011-11-10,15,Thursday,Mid-Day,5,57,62,8.06
2011-11-10,16,Thursday,Evening Rush,6,67,73,8.22
2011-11-10,17,Thursday,Evening Rush,9,168,177,5.08
2011-11-10,18,Thursday,Evening Rush,10,263,273,3.66
2011-11-10,19,Thursday,Evening Rush,19,192,211,9.0
2011-11-10,20,Thursday,Night,8,160,168,4.76
2011-11-10,21,Thursday,Night,6,130,136,4.41
2011-11-10,22,Thursday,Night,5,84,89,5.62
2011-11-10,23,Thursday,Night,9,73,82,10.98
2011-11-11,0,Friday,Early Morning,10,56,66,15.15
2011-11-11,1,Friday,Early Morning,3,16,19,15.79
2011-11-11,2,Friday,Early Morning,1,10,11,9.09
2011-11-11,3,Friday,Early Morning,0,6,6,0.0
2011-11-11,4,Friday,Early Morning,0,8,8,0.0
2011-11-11,5,Friday,Early Morning,0,13,13,0.0
2011-11-11,6,Friday,Morning Rush,0,46,46,0.0
2011-11-11,7,Friday,Morning Rush,5,116,121,4.13
2011-11-11,8,Friday,Morning Rush,9,249,258,3.49
2011-11-11,9,Friday,Morning Rush,15,186,201,7.46
2011-11-11,10,Friday,Mid-Day,38,162,200,19.0
2011-11-11,11,Friday,Mid-Day,20,150,170,11.76
2011-11-11,12,Friday,Mid-Day,41,198,239,17.15
2011-11-11,13,Friday,Mid-Day,57,179,236,24.15
2011-11-11,14,Friday,Mid-Day,64,183,247,25.91
2011-11-11,15,Friday,Mid-Day,29,187,216,13.43
2011-11-11,16,Friday,Evening Rush,49,189,238,20.59
2011-11-11,17,Friday,Evening Rush,24,286,310,7.74
2011-11-11,18,Friday,Evening Rush,23,185,208,11.06
2011-11-11,19,Friday,Evening Rush,17,182,199,8.54
2011-11-11,20,Friday,Night,12,97,109,11.01
2011-11-11,21,Friday,Night,4,79,83,4.82
2011-11-11,22,Friday,Night,13,78,91,14.29
2011-11-11,23,Friday,Night,6,67,73,8.22
2011-11-12,0,Saturday,Early Morning,12,52,64,18.75
2011-11-12,1,Saturday,Early Morning,9,45,54,16.67
2011-11-12,2,Saturday,Early Morning,7,39,46,15.22
2011-11-12,3,Saturday,Early Morning,4,13,17,23.53
2011-11-12,4,Saturday,Early Morning,0,7,7,0.0
2011-11-12,5,Saturday,Early Morning,1,3,4,25.0
2011-11-12,6,Saturday,Morning Rush,0,7,7,0.0
2011-11-12,7,Saturday,Morning Rush,3,24,27,11.11
2011-11-12,8,Saturday,Morning Rush,14,87,101,13.86
2011-11-12,9,Saturday,Morning Rush,18,142,160,11.25
2011-11-12,10,Saturday,Mid-Day,62,170,232,26.72
2011-11-12,11,Saturday,Mid-Day,102,213,315,32.38
2011-11-12,12,Saturday,Mid-Day,142,224,366,38.8
2011-11-12,13,Saturday,Mid-Day,128,225,353,36.26
2011-11-12,14,Saturday,Mid-Day,191,244,435,43.91
2011-11-12,15,Saturday,Mid-Day,165,221,386,42.75
2011-11-12,16,Saturday,Evening Rush,137,224,361,37.95
2011-11-12,17,Saturday,Evening Rush,92,193,285,32.28
2011-11-12,18,Saturday,Evening Rush,53,150,203,26.11
2011-11-12,19,Saturday,Evening Rush,32,139,171,18.71
2011-11-12,20,Saturday,Night,31,101,132,23.48
2011-11-12,21,Saturday,Night,19,103,122,15.57
2011-11-12,22,Saturday,Night,30,88,118,25.42
2011-11-12,23,Saturday,Night,23,78,101,22.77
2011-11-13,0,Sunday,Early Morning,12,61,73,16.44
2011-11-13,1,Sunday,Early Morning,13,58,71,18.31
2011-11-13,2,Sunday,Early Morning,9,48,57,15.79
2011-11-13,3,Sunday,Early Morning,8,20,28,28.57
2011-11-13,4,Sunday,Early Morning,1,5,6,16.67
2011-11-13,5,Sunday,Early Morning,2,3,5,40.0
2011-11-13,6,Sunday,Morning Rush,5,18,23,21.74
2011-11-13,7,Sunday,Morning Rush,13,30,43,30.23
2011-11-13,8,Sunday,Morning Rush,24,55,79,30.38
2011-11-13,9,Sunday,Morning Rush,38,97,135,28.15
2011-11-13,10,Sunday,Mid-Day,63,178,241,26.14
2011-11-13,11,Sunday,Mid-Day,108,187,295,36.61
2011-11-13,12,Sunday,Mid-Day,112,242,354,31.64
2011-11-13,13,Sunday,Mid-Day,105,234,339,30.97
2011-11-13,14,Sunday,Mid-Day,108,263,371,29.11
2011-11-13,15,Sunday,Mid-Day,89,221,310,28.71
2011-11-13,16,Sunday,Evening Rush,93,226,319,29.15
2011-11-13,17,Sunday,Evening Rush,44,187,231,19.05
2011-11-13,18,Sunday,Evening Rush,35,155,190,18.42
2011-11-13,19,Sunday,Evening Rush,36,121,157,22.93
2011-11-13,20,Sunday,Night,24,115,139,17.27
2011-11-13,21,Sunday,Night,19,76,95,20.0
2011-11-13,22,Sunday,Night,25,64,89,28.09
2011-11-13,23,Sunday,Night,18,49,67,26.87
2011-11-14,0,Monday,Early Morning,8,22,30,26.67
2011-11-14,1,Monday,Early Morning,5,6,11,45.45
2011-11-14,2,Monday,Early Morning,7,10,17,41.18
2011-11-14,3,Monday,Early Morning,4,3,7,57.14
2011-11-14,4,Monday,Early Morning,0,5,5,0.0
2011-11-14,5,Monday,Early Morning,0,19,19,0.0
2011-11-14,6,Monday,Morning Rush,10,104,114,8.77
2011-11-14,7,Monday,Morning Rush,11,311,322,3.42
2011-11-14,8,Monday,Morning Rush,27,425,452,5.97
2011-11-14,9,Monday,Morning Rush,29,204,233,12.45
2011-11-14,10,Monday,Mid-Day,26,85,111,23.42
2011-11-14,11,Monday,Mid-Day,22,106,128,17.19
2011-11-14,12,Monday,Mid-Day,36,166,202,17.82
2011-11-14,13,Monday,Mid-Day,50,153,203,24.63
2011-11-14,14,Monday,Mid-Day,47,138,185,25.41
2011-11-14,15,Monday,Mid-Day,53,142,195,27.18
2011-11-14,16,Monday,Evening Rush,51,264,315,16.19
2011-11-14,17,Monday,Evening Rush,55,464,519,10.6
2011-11-14,18,Monday,Evening Rush,29,460,489,5.93
2011-11-14,19,Monday,Evening Rush,28,274,302,9.27
2011-11-14,20,Monday,Night,30,210,240,12.5
2011-11-14,21,Monday,Night,37,176,213,17.37
2011-11-14,22,Monday,Night,17,96,113,15.04
2011-11-14,23,Monday,Night,13,48,61,21.31
2011-11-15,0,Tuesday,Early Morning,7,15,22,31.82
2011-11-15,1,Tuesday,Early Morning,5,5,10,50.0
2011-11-15,2,Tuesday,Early Morning,7,8,15,46.67
2011-11-15,3,Tuesday,Early Morning,0,4,4,0.0
2011-11-15,4,Tuesday,Early Morning,1,6,7,14.29
2011-11-15,5,Tuesday,Early Morning,2,26,28,7.14
2011-11-15,6,Tuesday,Morning Rush,4,104,108,3.7
2011-11-15,7,Tuesday,Morning Rush,21,298,319,6.58
2011-11-15,8,Tuesday,Morning Rush,27,453,480,5.63
2011-11-15,9,Tuesday,Morning Rush,26,174,200,13.0
2011-11-15,10,Tuesday,Mid-Day,23,115,138,16.67
2011-11-15,11,Tuesday,Mid-Day,18,116,134,13.43
2011-11-15,12,Tuesday,Mid-Day,28,148,176,15.91
2011-11-15,13,Tuesday,Mid-Day,21,132,153,13.73
2011-11-15,14,Tuesday,Mid-Day,27,120,147,18.37
2011-11-15,15,Tuesday,Mid-Day,36,155,191,18.85
2011-11-15,16,Tuesday,Evening Rush,31,240,271,11.44
2011-11-15,17,Tuesday,Evening Rush,29,422,451,6.43
2011-11-15,18,Tuesday,Evening Rush,27,414,441,6.12
2011-11-15,19,Tuesday,Evening Rush,27,259,286,9.44
2011-11-15,20,Tuesday,Night,26,212,238,10.92
2011-11-15,21,Tuesday,Night,23,145,168,13.69
2011-11-15,22,Tuesday,Night,19,109,128,14.84
2011-11-15,23,Tuesday,Night,14,66,80,17.5
2011-11-16,0,Wednesday,Early Morning,5,26,31,16.13
2011-11-16,1,Wednesday,Early Morning,0,5,5,0.0
2011-11-16,2,Wednesday,Early Morning,4,6,10,40.0
2011-11-16,3,Wednesday,Early Morning,2,3,5,40.0
2011-11-16,4,Wednesday,Early Morning,1,3,4,25.0
2011-11-16,5,Wednesday,Early Morning,0,13,13,0.0
2011-11-16,6,Wednesday,Morning Rush,4,52,56,7.14
2011-11-16,7,Wednesday,Morning Rush,7,130,137,5.11
2011-11-16,8,Wednesday,Morning Rush,9,223,232,3.88
2011-11-16,9,Wednesday,Morning Rush,5,77,82,6.1
2011-11-16,10,Wednesday,Mid-Day,4,32,36,11.11
2011-11-16,11,Wednesday,Mid-Day,7,53,60,11.67
2011-11-16,12,Wednesday,Mid-Day,5,49,54,9.26
2011-11-16,13,Wednesday,Mid-Day,6,52,58,10.34
2011-11-16,14,Wednesday,Mid-Day,12,49,61,19.67
2011-11-16,15,Wednesday,Mid-Day,16,50,66,24.24
2011-11-16,16,Wednesday,Evening Rush,13,110,123,10.57
2011-11-16,17,Wednesday,Evening Rush,17,216,233,7.3
2011-11-16,18,Wednesday,Evening Rush,13,176,189,6.88
2011-11-16,19,Wednesday,Evening Rush,3,108,111,2.7
2011-11-16,20,Wednesday,Night,5,94,99,5.05
2011-11-16,21,Wednesday,Night,3,72,75,4.0
2011-11-16,22,Wednesday,Night,1,45,46,2.17
2011-11-16,23,Wednesday,Night,3,28,31,9.68
2011-11-17,0,Thursday,Early Morning,2,22,24,8.33
2011-11-17,1,Thursday,Early Morning,0,5,5,0.0
2011-11-17,2,Thursday,Early Morning,0,5,5,0.0
2011-11-17,3,Thursday,Early Morning,0,3,3,0.0
2011-11-17,4,Thursday,Early Morning,1,3,4,25.0
2011-11-17,5,Thursday,Early Morning,1,21,22,4.55
2011-11-17,6,Thursday,Morning Rush,3,72,75,4.0
2011-11-17,7,Thursday,Morning Rush,4,164,168,2.38
2011-11-17,8,Thursday,Morning Rush,12,343,355,3.38
2011-11-17,9,Thursday,Morning Rush,14,184,198,7.07
2011-11-17,10,Thursday,Mid-Day,7,74,81,8.64
2011-11-17,11,Thursday,Mid-Day,4,93,97,4.12
2011-11-17,12,Thursday,Mid-Day,6,115,121,4.96
2011-11-17,13,Thursday,Mid-Day,15,109,124,12.1
2011-11-17,14,Thursday,Mid-Day,5,105,110,4.55
2011-11-17,15,Thursday,Mid-Day,10,106,116,8.62
2011-11-17,16,Thursday,Evening Rush,8,187,195,4.1
2011-11-17,17,Thursday,Evening Rush,20,379,399,5.01
2011-11-17,18,Thursday,Evening Rush,9,298,307,2.93
2011-11-17,19,Thursday,Evening Rush,7,210,217,3.23
2011-11-17,20,Thursday,Night,7,162,169,4.14
2011-11-17,21,Thursday,Night,3,113,116,2.59
2011-11-17,22,Thursday,Night,1,83,84,1.19
2011-11-17,23,Thursday,Night,0,58,58,0.0
2011-11-18,0,Friday,Early Morning,2,28,30,6.67
2011-11-18,1,Friday,Early Morning,0,10,10,0.0
2011-11-18,2,Friday,Early Morning,2,8,10,20.0
2011-11-18,3,Friday,Early Morning,0,2,2,0.0
2011-11-18,4,Friday,Early Morning,0,5,5,0.0
2011-11-18,5,Friday,Early Morning,0,22,22,0.0
2011-11-18,6,Friday,Morning Rush,1,70,71,1.41
2011-11-18,7,Friday,Morning Rush,5,211,216,2.31
2011-11-18,8,Friday,Morning Rush,6,369,375,1.6
2011-11-18,9,Friday,Morning Rush,6,207,213,2.82
2011-11-18,10,Friday,Mid-Day,10,105,115,8.7
2011-11-18,11,Friday,Mid-Day,18,122,140,12.86
2011-11-18,12,Friday,Mid-Day,22,143,165,13.33
2011-11-18,13,Friday,Mid-Day,31,146,177,17.51
2011-11-18,14,Friday,Mid-Day,31,123,154,20.13
2011-11-18,15,Friday,Mid-Day,27,151,178,15.17
2011-11-18,16,Friday,Evening Rush,19,190,209,9.09
2011-11-18,17,Friday,Evening Rush,17,361,378,4.5
2011-11-18,18,Friday,Evening Rush,16,312,328,4.88
2011-11-18,19,Friday,Evening Rush,7,183,190,3.68
2011-11-18,20,Friday,Night,8,129,137,5.84
2011-11-18,21,Friday,Night,3,108,111,2.7
2011-11-18,22,Friday,Night,9,88,97,9.28
2011-11-18,23,Friday,Night,5,54,59,8.47
2011-11-19,0,Saturday,Early Morning,4,49,53,7.55
2011-11-19,1,Saturday,Early Morning,1,34,35,2.86
2011-11-19,2,Saturday,Early Morning,12,34,46,26.09
2011-11-19,3,Saturday,Early Morning,4,11,15,26.67
2011-11-19,4,Saturday,Early Morning,4,4,8,50.0
